city,contribution amount,degree level,division professional school,facility code,number of students,state,campus,date agreement received,year of yr participation
Cerritos,3500,Graduate,All,31014405,250,CA,Cerritos Program Center,11/04/2018,2018/2019
Troy,99999,Undergraduate,Russell Sage College,119C8132,99999,NY,NULL,10/05/2018,2018/2019
Troy,99999,Undergraduate,Sage College of Albany,119C8132,99999,NY,NULL,10/05/2018,2018/2019
Mesquite,99999,All,All,31046443,99999,TX,,,
Charlotte,99999,All,All,24912133,99999,NC,Charlotte,,2016/2017
Dover,12500,All,All,24905230,99999,NJ,Dover,,NULL
Clifton,12500,All,All,24905330,99999,NJ,Clifton,,NULL
Salt Lake,99999,All,All,21002411,99999,UT,Global/Online,,NULL
West Harrison,20000,Undergraduate,Professional and Continuting Studies,31P01832,99999,NY,Westchester,,2019/2020
West Harrison,30500,Graduate,All,31P01832,20,NY,Westchester,,2019/2020
West Harrison,30500,Doctoral,All,31P01832,5,NY,Westchester,,2019/2020
Kendall,1500,All,All,24820310,99999,FL,,,
Sacramento,1500,All,All,24933405,99999,CA,,,
New York,12500,Graduate (Engineering),Engineering (Tandon),31800132,99999,NY,New York,,2019/2020
Morgantown,99999,Graduate,College of Creative Arts,11800048,99999,WV,NULL,,2016/2017
Morgantown,99999,Graduate,Education/Human Services,11800048,99999,WV,NULL,,2016/2017
Morgantown,99999,Graduate,School of Journalism,11800048,99999,WV,NULL,,2016/2017
Morgantown,99999,All,College of Law,11800048,4,WV,NULL,,2016/2017
Morgantown,99999,All,School of Pharmacy,11800048,1,WV,NULL,,2016/2017
Morgantown,99999,Graduate,School of Public Health,11800048,3,WV,NULL,,2016/2017
Bedford,99999,Undergraduate,All,14903421,100,MA,Bedford,,NULL
Lowell,99999,Undergraduate,All,14903321,100,MA,Lowell,,NULL
Blue Bell,99999,Undergraduate,All,14923438,10,PA,NULL,,NULL
Waltham,99999,Graduate,Graduate Professional Studies,31003921,5,MA,,,
Langhorne,99999,Undergraduate,All,31910638,99999,PA,NULL,09/05/2016,2016/2017
Langhorne,99999,Graduate,All,31910638,99999,PA,NULL,09/05/2016,2016/2017
Little Rock,99999,All,All,11811404,99999,AR,NULL,,NULL
Little Rock,99999,Graduate,All,11810604,99999,AR,,,
Detroit,99999,Doctoral,Nursing,31002022,99999,MI,NULL,,NULL
Detroit,99999,Doctoral,Liberal Arts and Education,31002022,99999,MI,NULL,,NULL
Detroit,10000,Doctoral,Dentistry,31002022,2,MI,NULL,,NULL
Flagstaff,10000,Undergraduate,All,31804003,1000,AZ,,,
Killeen,99999,All,All,24039043,99999,TX,Killeen,03/06/2014,
Greensboro,6750,Undergraduate,All,31000733,40,NC,NULL,,2016/2017
Elk Grove,99999,Undergraduate,All,24007205,99999,CA,,,
Whittier,85000,Doctoral,Los Angeles College of Chiropractic,31601405,7,CA,NULL,,NULL
West Memphis,99999,Undergraduate,MSCC,14926404,99999,AR,NULL,,NULL
Tarzana,2000,Undergraduate,All,31802705,99999,CA,NULL,,NULL
Cathedral City,99999,Undergraduate,All,24006105,99999,CA,,,
Los Alamitos,99999,All,TUW,31013205,99999,CA,,,
Pittsburgh,99999,All,All,24958438,99999,PA,,,
Geneva,13959,Undergraduate,William Smith College,31301832,99999,NY,NULL,,NULL
Princeton,4000,Undergraduate,All,31000530,99999,NJ,NULL,,NULL
St. George,10000,Undergraduate,All,31940344,1000,UT,St. George,,NULL
Pasadena,99999,Undergraduate,School of Music,24005905,20,CA,NULL,,NULL
Riverside,8390,Undergraduate,Religion/Divinity,31504505,20,CA,Riverside,,NULL
Glendive,1000,Undergraduate,All,14900426,2,MT,Glendive,,NULL
Rochester,7500,Undergraduate-Non NYS Residents,All,31303832,99999,NY,NULL,,NULL
Rochester,7500,Undergraduate - NYS Residents (non-VTA eligible),All,31303832,99999,NY,NULL,,NULL
Boston,10000,All,All,31050821,99999,MA,Charleston Navy Yard,,2016/2017
Seattle,99999,Undergraduate,All,31058047,99999,WA,NULL,,2016/2017
St. Louis,99999,Optometry,All,11964125,99999,MO,St. Louis,02/04/2013,NULL
Killeen,99999,Undergraduate,All,14806143,99999,TX,NULL,02/04/2013,NULL
Martinsburg,3750,Undergraduate,All,31800448,100,WV,Martinsburg,02/04/2013,NULL
Carson,99999,Undergraduate,All,24006905,99999,CA,Carson,03/04/2013,NULL
West Covina,99999,Undergraduate,All,24006505,99999,CA,West Covina,03/04/2013,NULL
Riverside,99999,Undergraduate,All,24006805,99999,CA,Riverside,03/04/2013,NULL
Grundy,10000,Doctoral,School of Law,31024546,15,VA,NULL,03/04/2019,2019/2020
Florence,1000,All,All,11006340,3,SC,NULL,11/04/2013,NULL
Montgomery,8800,Undergraduate,All,11907048,99999,WV,NULL,11/04/2013,NULL
Lubbock,1500,Undergraduate,All,31002343,99999,TX,NULL,,NULL
Buzzards Bay,99999,All,All,11911121,30,MA,NULL,03/04/2018,2018/2019
Bloomington,99999,Graduate,Acupunture,31913123,99999,MN,NULL,03/05/2017,2017/2018
Bloomington,99999,Undergraduate,Massage Therapy,31913123,99999,MN,NULL,03/05/2017,2017/2018
El Paso,2645,All,All,11014143,50,TX,NULL,,NULL
River Forest,2000,Graduate,School of Education,31961113,99999,IL,NULL,,NULL
River Forest,4000,Graduate,GSLIS,31961113,99999,IL,NULL,,NULL
River Forest,7000,Post Baccalaureate,RCAS,31961113,99999,IL,NULL,,NULL
Burbank,99999,Undergraduate,All,24006405,99999,CA,,,
Mesa,5000,All,All,24943503,1000,AZ,NULL,,NULL
Unity,2000,Undergraduate,Unity College,31802019,3,ME,NULL,,NULL
Signal Hill,3500,All,All,21112505,1000,CA,NULL,,NULL
Colorado Springs,7000,Undergraduate,All,31000106,9,CO,NULL,,NULL
Colorado Springs,5000,Graduate,All,31000106,6,CO,NULL,,NULL
Durham,10000,Graduate,School of Medicine,31817133,3,NC,School of Medicine,11/05/2017,2019/2020
Atlanta,99999,All,All,21005311,99999,GA,NULL,,NULL
Cleveland,99999,All,All,21974435,99999,OH,Cleveland,,NULL
Indianapolis,99999,All,All,21001314,99999,IN,Indianapolis,,NULL
Marion,4000,Undergraduate,All,34901101,10,AL,NULL,,NULL
New York,8000,All,All,31901132,99999,NY,NULL,,NULL
Orange,99999,Undergraduate,All,24006605,99999,CA,Orange,03/04/2013,NULL
Baton Rouge,99999,Graduate,Paul M Herbert Law Center,11800118,50,LA,NULL,,
Manassas,99999,All,All,24851146,99999,VA,Manassas,06/05/2013,NULL
Chula Vista,99999,All,All,21116205,99999,CA,NULL,06/05/2013,NULL
Lynnwood,99999,All,All,21461347,99999,WA,Lynnwood,,NULL
Newark,99999,Graduate,All,11900130,2,NJ,NULL,06/05/2013,NULL
Clayton,5000,Undergraduate,All,24126925,99999,MO,NULL,06/05/2013,NULL
Arlington Heights,99999,All,Undergraduate,31047113,99999,IL,Arlington Heights,06/05/2013,NULL
Wheeling,99999,All,All,33901113,99999,IL,Wheeling,07/05/2013,NULL
Seattle,10000,Graduate,All,31452347,99999,WA,NULL,03/04/2013,NULL
Riverview,1000,All,Juris Doctor,31065010,13,FL,Riverview,,NULL
Buffalo,1000,All,All,11989132,5,NY,North Campus,07/05/2013,NULL
New London,999999,Undergraduate,All,31009029,99999,NH,NULL,11/05/2017,2015/2016
Bristol,99999,Undergraduate,All,31005846,99999,VA,NULL,07/05/2013,NULL
Nashville,6000,Undergraduate,Non-Traditional,352600,99999,TN,NULL,08/05/2013,NULL
Nashville,14000,Doctoral,Education,352600,99999,TN,NULL,08/05/2013,NULL
Nashville,14000,Doctoral,Psychology,352600,99999,TN,NULL,08/05/2013,NULL
Nashville,8000,Graduate,Religion,352600,99999,TN,NULL,08/05/2013,NULL
San Fransisco,5000,Graduate,Law School,24009505,99999,CA,San Francisco Law,08/05/2013,2016/2017
Aliso Viejo,30000,All,All,31010505,99999,CA,NULL,08/05/2013,NULL
Atlanta,99999,All,All,11909111,30,GA,NULL,08/05/2013,NULL
Chesapeake,1000,All,Virginia Regional Center,21013146,30,VA,NULL,08/05/2013,NULL
Chesapeake,1000,All,Tennessee Regional Center,21013146,30,VA,NULL,08/05/2013,NULL
Chesapeake,500,All,Puerto Rico Regional Center,21013146,30,VA,NULL,08/05/2013,NULL
Chesapeake,1000,All,California Regional Center,21013146,30,VA,NULL,08/05/2013,NULL
Boise,20000,All,All,31996212,100,ID,NULL,10/04/2013,NULL
Chesapeake,1000,All,Georgia Regional Center,21013146,30,VA,NULL,08/05/2013,NULL
Boiling Springs,4000,Graduate Physician Assistant,Gardner-Webb University,31009233,99999,NC,NULL,08/05/2013,NULL
Minneapolis,15000,Undergraduate,All,31005523,99999,MN,NULL,09/04/2019,2019/2020
Minneapolis,15000,Graduate,All,31005523,99999,MN,NULL,09/04/2019,2019/2020
Jacksonville,99999,All,Concorde Career College,249B3410,99999,FL,NULL,09/05/2013,NULL
Eau Claire,99999,All,All,11000249,99999,WI,,,
Liberty,99999,Graduate,All,31963125,99999,MO,NULL,09/05/2013,NULL
Cleveland,10800,Graduate,Graduate Studies A&S,31513635,5,OH,NULL,,2018/2019
APO,20000,All,All,31806910,20,AE,,,
APO,20000,All,All,31806910,20,AE,,,
APO,20000,All,All,31806910,20,AE,,,
APO,20000,All,All,31806910,20,AE,,,
APO,20000,All,All,31806910,20,AE,Mannheim,02/05/2012,NULL
APO,99999,All,All,31806910,7000,AE,,,
FPO,99999,All,All,31806910,7000,AE, Box 102",Naples,
APO,20000,All,All,31806910,20,AE, Box 370",Ramstein,
FPO,20000,All,All,31806910,20,AE,,,
FPO,20000,All,All,31806910,20,AE,,,
APO,20000,All,All,31806910,20,AE, Box 120",Spangdahlem,
APO,20000,All,All,31806910,20,AE, Box 46",Wiesbaden,
Singapore,20000,All,All,31806910,20,AE,,,
Singapore,20000,All,All,31806910,20,AE,UNISIM,02/05/2012,NULL
NAS Pensacola,20000,All,All,31808010,20,FL,Pensacola,02/05/2012,NULL
Miami Springs,20000,All,All,31810410,20,FL,Miami,02/05/2012,NULL
Orlando,20000,All,All,31820010,20,FL,,,
Hartford,20000,All,All,31835607,20,CT,Andrews,02/05/2012,NULL
Fort Carson,20000,All,All,31918106,20,CO,Buckley,02/05/2012,NULL
Fort Carson,20000,All,All,31918106,20,CO,,,
Fort Carson,20000,All,All,31918106,20,CO,Schriever,02/05/2012,NULL
Phoenix,20000,All,All,31003903,20,AZ,Sky Harbor,02/05/2012,NULL
Albuquerque,20000,All,All,31002531,20,NM,Albuquerque,02/05/2012,NULL
Altus AFB,20000,All,All,31807036,20,OK, Rm 240",Altus AFB,
Andrews AFB,20000,All,All,31003420,20,MD,,,
Atlanta,99999,All,All,31813411,7000,GA, Dept 208,,
Marietta,20000,All,All,31813411,20,GA,,,
Barksdale AFB,99999,All,All,31022118,7000,LA,Barksdale AFB,,NULL
Beale AFB,20000,All,All,31821805,20,CA,,,
Rolla,1500,Undergraduate,All,24997425,20,MO,NULL,,
MCAS Beaufort,20000,All,All,31010240,20,SC,MCAS Beaufort,02/05/2012,NULL
Brunswick,99999,All,All,31012719,7000,ME,,,
Oceanside,20000,All,All,31802905,20,CA,,,
Cannon AFB,20000,All,All,31002931,20,NM,Cannon AFB,02/05/2012,NULL
Charleston,20000,All,All,31007640,20,SC,Charleston,02/05/2012,NULL
Cheyenne,20000,All,All,31900150,20,WY,,,
Ridgecrest,20000,All,All,31821105,20,CA,China Lake,02/05/2012,NULL
Cincinnati,20000,All,All,31512935,20,OH,,,
Columbus,20000,All,All,31813611,20,GA,Columbus,02/05/2012,NULL
Corpus Christi,20000,All,All,319K2143,20,TX,Corpus Christi,02/05/2012,NULL
Fairborn,20000,All,All,31512835,20,OH,Dayton Area,02/05/2012,NULL
Daytona Beach,19783.11,All,All,31806110,850,FL,Daytona Beach,11/04/2018,2019/2020
Dyess AFB,20000,All,All,31030643,20,TX,Dyess AFB,02/05/2012,NULL
Edwards AFB,20000,All,All,31822405,20,CA,Edwards AFB,02/05/2012,NULL
Elizabeth City,20000,All,All,31910133,20,NC,,,
Ellsworth AFB,20000,All,All,31001441,20,SD,,,
Hill AFB,20000,All,All,31930144,20,UT,,,
Everett,20000,All,All,31417447,20,WA,,,
Fallon,20000,All,All,31900128,20,NV,,,
Fayetteville,99999,All,All,31818033,99999,NC,Fayetteville,,NULL
Fort Campbell,20000,All,All,31802717,20,KY,Fort Campbell,02/05/2012,NULL
Fort Eustis,20000,All,All,31820146,20,VA,Fort Eustis,02/05/2012,NULL
Fort Worth,20000,All,All,31031843,20,TX,Fort Worth,02/05/2012,NULL
Fairborn,20000,All,All,31512835,20,OH,,,
Malmstrom AFB,20000,All,All,31902126,20,MT,Great Falls,02/05/2012,NULL
Greensboro,20000,All,All,31818133,20,NC,,,
Greenville,20000,All,All,31010440,20,SC,,,
Holloman AFB,20000,All,All,31002831,20,NM,Holloman AFB,02/05/2012,NULL
Honolulu,20000,All,All,31834164,20,HI,Honolulu,02/05/2012,NULL
Houston,20000,All,All,31003143,20,TX,,,
Indianapolis,20000,All,All,31007714,20,IN,,,
March ARB,20000,All,All,31822205,20,CA,Inland Empire,02/05/2012,NULL
Kailua,20000,All,All,31834164,20,HI,Kaneohe,02/05/2012,NULL
Biloxi,99999,All,All,31802124,7000,MS,Keesler,,NULL
Langley AFB,20000,All,All,31820346,20,VA,Langley AFB,02/05/2012,NULL
Nellis AFB,20000,All,All,31804028,20,NV,,,
Randolph AFB,20000,All,All,31028343,20,TX,Laughlin,02/05/2012,NULL
NAS Lemoore,20000,All,All,31821405,20,CA,NAS Lemoore,02/05/2012,NULL
Long Beach,20000,All,All,31801605,20,CA,,,
Louisville,20000,All,All,31802817,20,KY,,,
Glendale,20000,All,All,31002503,20,AZ,,,
Travis AFB,20000,All,All,31821705,20,CA,Mather,02/05/2012,NULL
McConnell AFB,20000,All,All,31005516,20,KS,,,
Cookstown,20000,All,All,31015430,20,NJ,McGuire,02/05/2012,NULL
Memphis,20000,All,All,31008442,20,TN,Memphis,02/05/2012,NULL
Millington,20000,All,All,31008442,20,TN,Millington,02/05/2012,
Minot AFB,20000,All,All,31000734,20,ND,,,
Moody AFB,20000,All,All,31813211,20,GA,,,
Mountain Home AFB,20000,All,All,31001212,20,ID,,,
NAS New Orleans,20000,All,All,31023018,20,LA,NAS New Orleans,02/05/2012,NULL
NAS Norfolk,20000,All,All,31820246,20,VA,NAS Norfolk,02/05/2012,NULL
Coronado,20000,All,All,31802805,20,CA,North Island,02/05/2012,NULL
Chicago,5000,Undergraduate,All,21985813,250,IL,,,
Kalispell,4500,All,All,14903426,50,MT,NULL,08/05/2012,NULL
Miami,1500,All,All,21833010,99999,FL,,,
Pembroke Pines,1500,All,All,21833110,99999,FL,,,NULL
Hialeah,1500,All,All,21833310,99999,FL,,,NULL
Lauderdale Lakes,1500,All,All,21833410,99999,FL,,,NULL
Riverview,1500,All,All,21833510,99999,FL,,,NULL
Jacksonville,1500,All,All,21833610,99999,FL,,,NULL
Boynton Beach,1500,All,All,21833710,99999,FL,,,NULL
Margate,1500,All,All,24820210,99999,FL,NULL,,NULL
Clearwater,1500,All,All,24828010,99999,FL,,,NULL
West Palm Beach,1500,All,All,21833210,99999,FL,NULL,04/05/2012,NULL
Kissimmee,99999,Undergraduate,All,31051510,99999,FL,NULL,,NULL
Jacksonville,99999,Doctoral,School of law,21058610,99999,FL,NULL,,NULL
Robins AFB,20000,All,All,31813311,20,GA,Robins AFB,02/05/2012,NULL
Randolph AFB,20000,All,All,31028343,20,TX,San Antonio,02/05/2012,NULL
San Diego,20000,All,All,31822605,20,CA,,,
Savannah,20000,All,All,31813111,20,GA,Savannah,02/05/2012,NULL
Schofield Barracks,20000,All,All,31834164,20,HI, Room 202",Schofield Barracks,
Renton,20000,All,All,31401847,20,WA,,,
Seymour Johnson AFB,20000,All,All,31909133,20,NC,Seymour Johnson AFB,02/05/2012,NULL
Shaw AFB,20000,All,All,31010140,20,SC,Shaw AFB,02/05/2012,NULL
Sheppard AFB,20000,All,All,31034243,20,TX,Sheppard AFB,02/05/2012,NULL
Fairchild AFB,20000,All,All,31289847,20,WA,,,
Lewis-McChord Base,20000,All,All,31300647,20,WA,,,
Tallahassee,20000,All,All,31826010,20,FL,,,
Travis AFB,20000,All,All,31821705,20,CA,Travis AFB,02/05/2012,NULL
Tyndall AFB,20000,All,All,31807010,20,FL,Tyndall AFB,02/05/2012,NULL
Vance AFB,20000,All,All,31806036,20,OK,,,
Vandenberg AFB,20000,All,All,31802305,20,CA,Vandenberg AFB,02/05/2012,NULL
Port Hueneme,20000,All,All,31822705,20,CA,,,
Victorville,20000,All,All,31801505,20,CA,,,
Oak Harbor,20000,All,All,31328047,20,WA,",Whidbey Island,
White Sands Miss.Rng,99999,All,All,31002831,99999,NM,,,
Boston,99999,Graduate,All,31001221,99999,MA,Boston,,NULL
Boston,99999,Undergraduate,All,31001221,99999,MA,Boston,,NULL
Lisle,10236,Doctoral (College of Business),College of Business,31919113,99999,IL,,,NULL
Boston,99999,Undergraduate,BFIT,31928121,99999,MA,NULL,08/04/2014,NULL
Bennington,99999,All,All,31000145,99999,VT,,03/04/2012,NULL
Waltham,5000,Undergraduate,All,31905121,10,MA,NULL,10/05/2012,NULL
Waltham,4000,Graduate,All,31905121,5,MA,NULL,10/05/2012,NULL
Berea,2283,Bachelors,Berea College,31510017,50,KY,NULL,09/05/2012,NULL
Lakehurst,12500,Undergraduate,All,21000230,1000,NJ,Joint Base McGuire-Dix-Lakehurst,05/04/2012,NULL
Brooklyn,99999,All,All,21903232,99999,NY,Brooklyn,05/04/2012,2019/2020
New York,99999,All,All,21903132,99999,NY,New York,05/04/2012,2019/2020
Newark,99999,All,All,24905130,99999,NJ,Newark,05/04/2012,2019/2020
Paramus,99999,All,All,24901130,99999,NJ,Paramus,05/04/2012,2019/2020
White Plains,99999,All,All,24915432,99999,NY,White Plains,05/04/2012,2019/2020
Woodbridge,99999,All,All,24902130,99999,NJ,Woodbridge,05/04/2012,2019/2020
Woodland,99999,All,All,24900130,99999,NJ,Woodland,05/04/2012,2019/2020
Boston,2500,Undergraduate,All,31010821,35,MA,NULL,,NULL
Pittsfield,4000,Undergraduate,All,14901421,3,MA,Pittsfield,,NULL
Mount Berry,5100,Undergraduate,All,31905111,50,GA,,01/05/2012,NULL
Lindsborg,99999,Undergraduate,All,31000216,500,KS,NULL,03/05/2012,NULL
Bethany,99999,Undergraduate,All,31000248,12,WV,NULL,,NULL
Mankato,99999,Undergraduate,All,31014523,99999,MN,NULL,,2016/2017
Scotts Valley,99999,All,All,31910105,20,CA,,,NULL
North Newton,99999,Undergraduate,All,31000316,100,KS,,,NULL
McKenzie,2500,Undergraduate,College of Liberal Arts,31802042,5,TN,,,NULL
Saint Paul,2000,All,Bethel Seminary,31002723,30,MN,St. Paul,02/09/2014,
Clarksville,1800,Undergraduate,All,31802142,15,TN,Clarksville,,NULL
Saint Paul,2000,Undergraduate,CAPS: College of Adult & Professional Studies,31000823,30,MN,St. Paul,02/09/2014,NULL
La Mirada,99999,All,All,31938105,99999,CA,NULL,07/04/2017,2017/2018
Sunnyvalle,5000,All,Cogswell Polytechnical,31915105,30,CA,NULL,08/04/2014,NULL
Birmingham,99999,Undergraduate,All,31000401,99999,AL,NULL,,NULL
Carlinville,99999,Undergraduate,All,31003613,99999,IL,NULL,,NULL
Quincy,7500,Undergraduate,All,32300613,5,IL,,,NULL
Bloomfield,5900,Undergraduate,All,31908130,50,NJ,NULL,10/05/2012,NULL
Bloomfield,5900,Graduate,All,31908130,2,NJ,NULL,10/05/2012,NULL
Martinsburg,99999,Undergraduate,All,14810148,99999,WV,NULL,05/04/2012,NULL
Bluefield,99999,Undergraduate,College,31005746,99999,VA,NULL,,NULL
Bluefield,100000,Undergraduate,All,11901148,99999,WV,NULL,,NULL
Bluffton,8000,All,All,31000435,99999,OH,NULL,,NULL
Boise,8000,All,All,11991112,5,ID,Boise,,2016/2017
Boston,5663,All,All,31014721,20,MA,NULL,03/05/2012,NULL
Boston,5000,"Undergraduate, Biblical Studies",Bible College,31925121,,,,
Chestnut Hill,6000,All,All,31916121,85,MA,NULL,,2017/2018
Boston,3500,All,All,31809021,52,MA,NULL,,2016/2017
Brunswick,99999,Undergraduate,All,31000219,99999,ME,NULL,06/05/2012,2016/2017
Peoria,5000,All,All,31030713,100,IL,NULL,07/05/2012,NULL
Waltham,99999,Undergraduate,College of Arts & Science,31003921,5,MA,,,
Waltham,99999,Graduate,College of Arts & Science,31003921,5,MA,,,
Waltham,99999,Graduate,Heller School,31003921,5,MA,,,
Waltham,99999,Graduate,International Business School,31003921,5,MA,,,
Silverdale,99999,Graduate,All,31350047,99999,WA,,,NULL
Fort Lewis,99999,Undergraduate,All,31357047,99999,WA,,,NULL
McChord AFB,99999,Graduate,All,31357047,99999,WA,,,NULL
Oak Harbor,99999,Graduate,All,31358047,99999,WA,,,NULL
Lacey,99999,Undergraduate,All,31437547,99999,WA,,,NULL
Moreno Valley,99999,Undergraduate,All,31814205,99999,CA,,,NULL
Fairfield,99999,Undergraduate,All,31814705,99999,CA,,,NULL
Monterey,99999,Undergraduate,All,31815805,99999,CA,,,NULL
Salida,99999,Graduate,All,31816905,99999,CA,,,NULL
Irvine,99999,Graduate,All,31811405,99999,CA,Online - Irvine,,NULL
Silverdale,99999,Undergraduate,All,31350047,99999,WA,Bangor,,NULL
Silverdale,99999,All,All,31350047,99999,WA,Bangor,,NULL
Palm Desert,99999,Undergraduate,All,31812205,99999,CA,Coachella Valley,,NULL
Palm Desert,99000,All,All,31812205,99999,CA,Palm Desert,11/05/2012,
Fairfield,99999,Undergraduate,All,31814705,99999,CA,Fairfield,,NULL
Fairfield,99999,Graduate,All,31814705,99999,CA,Fairfield,,NULL
Folsom,99999,Graduate,All,31814805,99999,CA,Folsom,,NULL
Folsom,99999,Undergraduate,All,31814805,99999,CA,Folsom,,NULL
McChord AFB,99999,Undergraduate,All,31357047,99999,WA,Fort Lewis @ MAFB,,NULL
McChord AFB,99999,All,All,31357047,99999,WA,Fort Lewis @ MAFB,,NULL
McChord AFB,99999,Graduate,All,31357047,99999,WA,McChord,,NULL
McChord AFB,99999,All,All,31357047,99999,WA,McChord,,NULL
Salida,99999,Undergraduate,All,31816905,99999,CA,Modesto,,NULL
Victorville,99999,All,All,31811505,99999,CA,Victorville,,NULL
Visalia,99999,Graduate,All,31815605,99999,CA,Visalia,,NULL
Visalia,99999,All,All,31815605,99999,CA,Visalia,,NULL
Walnut Creek,99999,Undergraduate,All,31818905,99999,CA,Walnut Creek,,NULL
Walnut Creek,99999,All,All,31818905,99999,CA,Walnut Creek,,NULL
Yuba City,99999,Undergraduate,All,31814805,99999,CA,Yuba City,,NULL
