facility no.,school name,total paid,count of adv pay students,count of reg students,total count of students
31005733,MARS HILL UNIVERSITY,555,1,36,37
31500105,MARSHALL B KETCHUM UNIVERSITY,135,0,9,9
15061501,MARSHALL TECHINICAL SCHOOL TRUCK DRIVER TRAINING,30,0,2,2
11810048,MARSHALL UNIVERSITY,6570,0,438,438
12810148,MARSHALL UNIVERSITY,15,0,1,1
14907815,MARSHALLTOWN COMMUNITY COLLEGE,510,0,34,34
25158305,MARSTON POLYGRAPH ACADEMY,60,0,4,4
14935433,MARTIN COMMUNITY COLLEGE,210,0,14,14
25909821,MARTIN ELECTRICAL AND TECHNICAL SCHOOL,90,0,6,6
31902123,MARTIN LUTHER COLLEGE,195,0,13,13
31900442,MARTIN METHODIST COLLEGE,255,0,17,17
31800114,MARTIN UNIVERSITY,210,0,14,14
15006105,MARTINEZ ADULT EDUCATION,45,0,3,3
25304938,MARTIN'S BARBER SCHOOL,90,0,6,6
21002348,MARTINSBURG COLLEGE,1080,0,72,72
31901746,MARY BALDWIN UNIVERSITY,1125,0,75,75
32000846,MARY WASHINGTON HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,15,0,1,1
31900122,MARYGROVE COLLEGE,195,0,13,13
31904120,MARYLAND INSTITUTE COLLEGE OF ART,705,0,47,47
25016820,MARYLAND INSTITUTE OF CRIMINAL JUSTICE,30,0,2,2
15012020,MARYLAND STATE POLICE TRAINING ACADEMY,15,0,1,1
31006720,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,1425,0,95,95
31523005,MARYMOUNT CALIFORNIA UNIVERSITY,240,0,16,16
319C5132,MARYMOUNT MANHATTAN COLLEGE,630,0,42,42
31909246,MARYMOUNT UNIVERSITY,3120,0,208,208
31000942,MARYVILLE COLLEGE,915,0,61,61
31966125,MARYVILLE UNIVERSITY OF SAINT LOUIS,5565,0,371,371
31047913,MARYVILLE UNIVERSITY-SCOTT AFB,210,0,14,14
31917138,MARYWOOD UNIVERSITY,990,0,66,66
14908421,MASSACHUSETTS BAY COMMUNITY COLLEGE,2775,0,185,185
11921121,MASSACHUSETTS COLLEGE OF ART AND DESIGN,405,0,27,27
11015521,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,465,0,31,31
15052821,MASSACHUSETTS FIREFIGHTING ACADEMY,15,0,1,1
31003321,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1665,0,111,111
11911121,MASSACHUSETTS MARITIME ACADEMY,870,0,58,58
28010321,MASSACHUSETTS SCHOOL OF BARBERING,60,0,4,4
31924721,MASSACHUSETTS SCHOOL OF LAW,240,0,16,16
18055921,MASSACHUSETTS STATE POLICE ACADEMY,60,0,4,4
25935521,MASSACHUSETTS SYSTEMS CONTRACTORS ASSOCIATION,30,0,2,2
25016342,MASSAGE INSTITUTE OF MEMPHIS,45,0,3,3
25015506,MASSAGE THERAPY INSTITUTE OF COLORADO,135,0,9,9
15011146,MASSANUTTEN TECHNICAL CENTER,30,0,2,2
15039746,MASSAPONAX HIGH SCHOOL,15,0,1,1
14816121,MASSASOIT COMMUNITY COLLEGE,6075,0,405,405
11000199,MASSEY UNIVERSITY,60,0,4,4
25027842,MASTER'S BARBER AND STYLING COLLEGE INC,60,0,4,4
15018219,MATTANAWCOOK ACADEMY,15,0,1,1
15027113,MATTOON HIGH SCHOOL,15,0,1,1
25111164,MAUI ACADEMY OF HEALING ARTS,15,0,1,1
25110564,MAUNA LOA HELICOPTERS,15,0,1,1
15026509,MAURICE TURNER INSTITUTE OF POLICE SCIENCE METROPOLITAN POLICE DEPARTM,75,0,5,5
25580235,MAX TECHNICAL TRAINING,180,0,12,12
24006105,MAYFIELD COLLEGE,975,0,65,65
14958433,MAYLAND COMMUNITY COLLEGE,165,0,11,11
11002974,MAYNOOTH UNIVERSITY,135,0,9,9
31913303,MAYO CLINIC COLLEGE OF MEDICINE & SCIENCE,15,0,1,1
32014923,MAYO CLINIC COLLEGE OF MEDICINE AND SCIENCE,270,0,18,18
14907417,MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE,1065,0,71,71
11000634,MAYVILLE STATE UNIVERSITY,780,0,52,52
15052721,MBTA TRANSIT POLICE ACADEMY,525,0,35,35
25029406,MCAIR AVIATION,90,0,6,6
25130243,MCALLEN CAREERS INSTITUTE,180,0,12,12
249D8438,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY- LEWISBURG,150,0,10,10
249D0138,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY-ALLENTOWN,330,0,22,22
25051018,MCCANN SCHOOL OF BUSINESS AND TECHNOLOGY-MONROE,75,0,5,5
31934113,MCCORMICK THEOLOGICAL SEMINARY,30,0,2,2
31001420,MCDANIEL COLLEGE,1005,0,67,67
18041448,MCDOWELL COUNTY VO TECH CENTER,15,0,1,1
14924433,MCDOWELL TECHNICAL COMMUNITY COLLEGE,375,0,25,25
11200675,MCGILL UNIVERSITY,270,0,18,18
25000229,MCGREGOR INSTITUTE OF EMS,15,0,1,1
14929413,MCHENRY COUNTY COLLEGE,2085,0,139,139
31911113,MCKENDREE UNIVERSITY,2730,0,182,182
31922117,MCKENDREE UNIVERSITY-RADCLIFF,1695,0,113,113
31800017,MCKENDREE UNIVERSITY-SHEPHERDSVILLE,120,0,8,8
24014706,MCKINLEY COLLEGE,120,0,8,8
15035706,MCLAIN COMMUNITY HIGH SCHOOL,15,0,1,1
14930443,MCLENNAN COMMUNITY COLLEGE,6705,0,447,447
11200975,MCMASTER UNIVERSITY,15,0,1,1
31007043,MCMURRY UNIVERSITY,1875,0,125,125
11026618,MCNEESE STATE UNIVERSITY-FORT POLK,15,0,1,1
11000118,MCNEESE STATE UNIVERSITY-LAKE CHARLES,4005,2,265,267
31001116,MCPHERSON COLLEGE,300,0,20,20
31006521,MCPHS UNIVERSITY,1455,0,97,97
31909029,MCPHS UNIVERSITY-MANCHESTER NEW HAMPSHIRE,195,0,13,13
25140962,MD BERNARDINO TECH SCHL FDN INC,810,0,54,54
31034413,MEADVILLE LOMBARD THEOLOGICAL SCHOOL,45,0,3,3
32005338,MEADVILLE MEDICAL CENTER,15,0,1,1
25500210,MECH TECH INSTITUTE,525,0,35,35
24903663,MECH-TECH COLLEGE CAGUAS,1035,0,69,69
25029163,MECH-TECH COLLEGE PONCE,45,0,3,3
24903763,MECH-TECH COLLEGE-VEGA BAJA,630,0,42,42
25499310,MED ACADEMY,15,0,1,1
31804032,MEDAILLE COLLEGE,1320,0,88,88
15004915,MEDIAPOLIS COMMUNITY HIGH SCHOOL,15,0,1,1
24041743,MEDIATECH INSTITUTE-DALLAS,585,0,39,39
24042643,MEDIATECH INSTITUTE-HOUSTON,315,0,21,21
25553117,MEDICAL CAREER & TECHNICAL COLLEGE,15,0,1,1
35506510,MEDICAL CAREER ACADEMY,45,0,3,3
25149005,MEDICAL CAREER COLLEGE OF NORTHERN CALIFORNIA,30,0,2,2
25499110,MEDICAL CAREER INSTITUTE,240,0,16,16
25020530,MEDICAL CAREER INSTITUTE,60,0,4,4
24820046,MEDICAL CAREERS INSTITUTE-SCHOOL OF HEALTH SCIENCE ECPI UNIVERSITY,4755,0,317,317
24810046,MEDICAL CAREERS INSTITUTE-SCHOOL OF HEALTH SCIENCE OF ECPI UNIVERSITY,5310,0,354,354
24851246,MEDICAL CAREERS INSTITUTE-SCHOOL OF HEALTH SCIENCE OF ECPI UNIVERSITY,1005,0,67,67
24840046,MEDICAL CAREERS INSTITUTE-SCHOOL OF HEALTH SCIENCE OF ECPI UNIVERSITY,225,0,15,15
31010749,MEDICAL COLLEGE OF WISCONSIN AFFILIATED HOSPITALS,15,0,1,1
31008749,MEDICAL COLLEGE OF WISCONSIN MEDICAL SCHOOL & GRADUATE PROGRAMS,195,0,13,13
25014930,MEDICAL CONSTRUCTION INDUSTRIAL TRAINING CENTER,75,0,5,5
25495810,MEDICAL INSTITUTE OF PALM BEACH,60,0,4,4
31065910,MEDICAL PREP INSTITUTE OF TAMPA BAY,90,0,6,6
25036606,MEDICAL SALES COLLEGE,285,0,19,19
25058318,MEDICAL TRAINING COLLEGE,150,0,10,10
11000590,MEDICAL UNIVERSITY OF LUBLIN,30,0,2,2
11000690,MEDICAL UNIVERSITY OF SILESIA,30,0,2,2
11002440,MEDICAL UNIVERSITY OF SOUTH CAROLINA,1695,0,113,113
15521335,MEDINA COUNTY CAREER CENTER,255,0,17,17
34042343,MEDISEND COLLEGE OF BIOMEDICAL ENGINEERING TECHNOLOGY,300,0,20,20
24935017,MEDQUEST COLLEGE,210,0,14,14
31903642,MEHARRY MEDICAL COLLEGE,255,0,17,17
32018632,MEMORIAL SCHOOL OF NURSING,45,0,3,3
31004042,MEMPHIS COLLEGE OF ART,150,0,10,10
15016642,MEMPHIS FIRE DEPARTMENT TRAINING ACADEMY-NCD,15,0,1,1
31004242,MEMPHIS THEOLOGICAL SEMINARY,90,0,6,6
15037204,MENA HIGH SCHOOL,15,0,1,1
14984405,MENDOCINO COLLEGE,720,0,48,48
31964105,MENLO COLLEGE,195,0,13,13
14910405,MERCED COLLEGE,2805,0,187,187
14911130,MERCER COUNTY COMMUNITY COLLEGE,3600,0,240,240
15002830,MERCER COUNTY POLICE ACADEMY,30,0,2,2
18024248,MERCER COUNTY TECHNICAL EDUCATION CENTER,135,0,9,9
18816530,MERCER COUNTY TECHNICAL SCHOOLS-ASSUNPINK CENTER,30,0,2,2
31820411,MERCER UNIVERSITY,2865,0,191,191
31820811,MERCER UNIVERSITY-CECIL B. DAY CAMPUS,1860,0,124,124
31820711,MERCER UNIVERSITY-COLLEGE OF PHARMACY AND HEALTH SCIENCES,135,0,9,9
31820511,MERCER UNIVERSITY-SCHOOL OF MEDICINE,255,0,17,17
31820611,MERCER UNIVERSITY-WALTER F GEORGE SCHOOL OF LAW,210,0,14,14
27P20138,MERCERSBURG ACADEMY,30,0,2,2
32900415,MERCY COLLEGE OF HEALTH SCIENCES,675,0,45,45
31974335,MERCY COLLEGE OF OHIO,495,0,33,33
31801132,MERCY COLLEGE-BRONX CAMPUS,2415,0,161,161
31815032,MERCY COLLEGE-DOBBS FERRY CAMPUS,2685,0,179,179
31884332,MERCY COLLEGE-NEW YORK CITY,1050,0,70,70
31815132,MERCY COLLEGE-YORKTOWN HEIGHTS CAMPUS,105,0,7,7
32979238,MERCY HOSPITAL SCHOOL OF NURSING,90,0,6,6
25081013,MERCYHEALTH HOSPITAL SCHOOL OF RADIOGRAPHY,15,0,1,1
31960138,MERCYHURST UNIVERSITY,1770,0,118,118
32108015,MERCY-ST LUKE'S SCHOOL OF RADIOLOGIC TECHNOLOGY,30,0,2,2
31001133,MEREDITH COLLEGE,1260,0,84,84
28022548,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTER,180,0,12,12
249D6410,MERIDIAN COLLEGE,90,0,6,6
14911424,MERIDIAN COMMUNITY COLLEGE,2445,0,163,163
24907642,MERIDIAN INSTITUTE OF SURGICAL ASSISTING,510,0,34,34
25119930,MERIT TRAINING INSTITUTE,30,0,2,2
25563025,MERRELL UNIVERSITY OF BEAUTY ARTS AND SCIENCE,30,0,2,2
25209322,MERRILL INSTITUTE,45,0,3,3
31003421,MERRIMACK COLLEGE,885,0,59,59
14932405,MERRITT COLLEGE,1245,0,83,83
25116943,MESA BARBER COLLEGE,60,0,4,4
14908403,MESA COMMUNITY COLLEGE,14445,3,960,963
14932423,MESABI RANGE COLLEGE-EVELETH CAMPUS,210,0,14,14
14964423,MESABI RANGE COLLEGE-VIRGINIA CAMPUS,195,0,13,13
14920431,MESALANDS COMMUNITY COLLEGE,180,0,12,12
21044343,MESSENGER COLLEGE,45,0,3,3
31010538,MESSIAH COLLEGE,1140,0,76,76
32301213,METHODIST COLLEGE,345,0,23,23
32805714,METHODIST HOSPITALS INC,30,0,2,2
31503235,METHODIST THEOLOGICAL SCHOOL IN OHIO,60,0,4,4
31005433,METHODIST UNIVERSITY,9000,1,599,600
32003242,METHODIST UNIVERSITY HOSPITAL,15,0,1,1
25396032,METIS,30,0,2,2
25603125,METRO BARBER COLLEGE,15,0,1,1
25300838,METRO BEAUTY ACADEMY,75,0,5,5
24908425,METRO BUSINESS COLLEGE,45,0,3,3
24907425,METRO BUSINESS COLLEGE-JEFFERSON CITY,30,0,2,2
24997425,METRO BUSINESS COLLEGE-ROLLA,105,0,7,7
25205722,METRO DETROIT BARBER COLLEGE,180,0,12,12
15014642,METRO NASHVILLE POLICE DEPARTMENT TRAINING ACADEMY-NCD,165,0,11,11
18007936,METRO TECHNOLOGY CENTER,450,0,30,30
25B00138,METROPOLITAN BARBER ACADEMY,60,0,4,4
319D2132,METROPOLITAN COLLEGE OF NEW YORK,1995,0,133,133
14910427,METROPOLITAN COMMUNITY COLLEGE,12930,0,862,862
14804225,METROPOLITAN COMMUNITY COLLEGE MAPLE WOODS,3270,0,218,218
14955025,METROPOLITAN COMMUNITY COLLEGE-BLUE RIVER,1830,0,122,122
14935425,METROPOLITAN COMMUNITY COLLEGE-LONGVIEW,2325,0,155,155
14929425,METROPOLITAN COMMUNITY COLLEGE-PENN VALLEY,2370,0,158,158
35534925,METROPOLITAN EMPLOYMENT AND REHABILITATION SERVICE,240,0,16,16
25059246,METROPOLITAN INSTITUTE OF HEALTH & TECHNOLOGY,345,0,23,23
11900123,METROPOLITAN STATE UNIVERSITY,5025,0,335,335
11903106,METROPOLITAN STATE UNIVERSITY OF DENVER,19800,1,1319,1320
11805722,METROPOLITAN STATE UNIVERSITY OF DENVER AT DIME,45,0,3,3
31100788,MF NORWEGIAN SCHOOL OF THEOLOGY,15,0,1,1
31050821,MGH INSTITUTE OF HEALTH PROFESSIONS,495,0,33,33
25479510,MIAMI JEWELRY SCHOOL,30,0,2,2
18143110,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE,315,0,21,21
15486110,MIAMI POLICE TRAINING CENTER,75,0,5,5
21066110,MIAMI REGIONAL UNIVERSITY,90,0,6,6
11513435,MIAMI UNIVERSITY-OXFORD,6720,2,446,448
15530435,MIAMI VALLEY CAREER TECHNOLOGY CENTER,225,0,15,15
11839010,MIAMI-DADE COLLEGE-KENDALL CAMPUS,18645,0,1243,1243
15473210,MIAMI-DADE PUBLIC SAFETY TRAINING INSTITUTE,30,0,2,2
24804635,MIAMI-JACOBS CAREER COLLEGE-COLUMBUS,15,0,1,1
24039543,MIAT COLLEGE OF TECHNOLOGY,1995,0,133,133
34100322,MIAT COLLEGE OF TECHNOLOGY,1830,0,122,122
25011639,MICHAEL K GALVIN BEAUTY AND BUSINESS ACADEMY,90,0,6,6
28020229,MICHAELS SCHOOL OF HAIR DESIGN AND ESTHETICS-PAUL MITCHELL PARTNER SCH,15,0,1,1
25151822,MICHIGAN COLLEGE OF BEAUTY-TROY,105,0,7,7
28152322,MICHIGAN COLLEGE OF BEAUTY-WATERFORD,15,0,1,1
31032822,MICHIGAN SCHOOL OF PROFESSIONAL PSYCHOLOGY,75,0,5,5
11928122,MICHIGAN STATE UNIVERSITY,11460,0,764,764
31833122,MICHIGAN STATE UNIVERSITY-COLLEGE OF LAW,360,0,24,24
11926122,MICHIGAN TECHNOLOGICAL UNIVERSITY,1845,0,123,123
21086062,MICRO ASIA COLLEGE OF SCIENCE & TECHNOLOGY,225,0,15,15
25802304,MID AMERICA TRUCK DRIVING SCHOOL,450,0,30,30
25041343,MID CITIES BARBER COLLEGE,180,0,12,12
14932422,MID MICHIGAN COLLEGE,1875,0,125,125
31007142,MID-AMERICA BAPTIST THEOLOGICAL SEMINARY,90,0,6,6
31934136,MID-AMERICA CHRISTIAN UNIVERSITY,3210,0,214,214
34900414,MID-AMERICA COLLEGE OF FUNERAL SERVICE,285,0,19,19
31003516,MIDAMERICA NAZARENE UNIVERSITY,945,0,63,63
25001716,MIDAMERICA NURSING AND ALLIED HEALTH INSTITUTE,15,0,1,1
18027736,MID-AMERICA TECHNOLOGY CENTER,75,0,5,5
30002520,MID-ATLANTIC CARPENTERS' TRAINING CENTERS-BALTIMORE,15,0,1,1
31906133,MID-ATLANTIC CHRISTIAN UNIVERSITY,300,0,20,20
25015146,MID-ATLANTIC MARITIME ACADEMY,3195,0,213,213
25036811,MIDCOAST AVIATION SERVICES,240,0,16,16
18027236,MID-DEL TECHNOLOGY CENTER,15,0,1,1
11000111,MIDDLE GEORGIA STATE UNIVERSITY,8490,0,566,566
31007742,MIDDLE TENNESSEE SCHOOL OF ANESTHESIA INC,135,0,9,9
11805042,MIDDLE TENNESSEE STATE UNIVERSITY,18390,0,1226,1226
31000245,MIDDLEBURY COLLEGE,585,0,39,39
31360005,MIDDLEBURY INSTITUTE OF INTERNATIONAL STUDIES AT MONTEREY,570,0,38,38
14903407,MIDDLESEX COMMUNITY COLLEGE,2085,0,139,139
14903421,MIDDLESEX COMMUNITY COLLEGE-BEDFORD,2670,0,178,178
14903321,MIDDLESEX COMMUNITY COLLEGE-LOWELL,2445,0,163,163
14909130,MIDDLESEX COUNTY COLLEGE,2790,0,186,186
18820430,MIDDLESEX COUNTY VOCATIONAL AND TECHNICAL HIGH SCHOOLS-PISCATAWAY,30,0,2,2
15530235,MID-EAST CTC-ADULT EDUCATION,210,0,14,14
35053601,MIDFIELD INSTITUTE OF COSMETOLOGY,15,0,1,1
14975443,MIDLAND COLLEGE,3090,0,206,206
31000627,MIDLAND UNIVERSITY,660,0,44,44
14913440,MIDLANDS TECHNICAL COLLEGE,19095,2,1271,1273
15610825,MID-MISSOURI FIRE ACADEMY,15,0,1,1
14914427,MID-PLAINS COMMUNITY COLLEGE-MCCOOK,360,0,24,24
14802427,MID-PLAINS COMMUNITY COLLEGE-NORTH PLATTE NORTH,105,0,7,7
14802127,MID-PLAINS COMMUNITY COLLEGE-NORTH PLATTE SOUTH,525,0,35,35
31903842,MID-SOUTH CHRISTIAN COLLEGE,15,0,1,1
24961413,MIDSTATE COLLEGE,120,0,8,8
14935149,MID-STATE TECHNICAL COLLEGE-MARSHFIELD,210,0,14,14
14934149,MID-STATE TECHNICAL COLLEGE-STEVENS POINT,300,0,20,20
14933149,MID-STATE TECHNICAL COLLEGE-WISCONSIN RAPIDS,1155,0,77,77
31914117,MIDWAY UNIVERSITY,510,0,34,34
25005316,MIDWEST BARBER COLLEGE,60,0,4,4
21043413,MIDWEST COLLEGE OF ORIENTAL MEDICINE-CHICAGO,30,0,2,2
21000349,MIDWEST COLLEGE OF ORIENTAL MEDICINE-RACINE,15,0,1,1
24960025,MIDWEST INSTITUTE,105,0,7,7
24959025,MIDWEST INSTITUTE,30,0,2,2
25003027,MIDWEST SCHOOL OF MASSAGE,75,0,5,5
25609425,MIDWEST TECHNICAL INSTITUTE,915,0,61,61
25070813,MIDWEST TECHNICAL INSTITUTE-EAST PEORIA,345,0,23,23
25073513,MIDWEST TECHNICAL INSTITUTE-MOLINE,360,0,24,24
25051513,MIDWEST TECHNICAL INSTITUTE-SPRINGFIELD,750,0,50,50
25209522,MIDWEST TRUCK DRIVING SCHOOL,90,0,6,6
31914025,MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,1245,0,83,83
24901313,MIDWESTERN CAREER COLLEGE,120,0,8,8
11007743,MIDWESTERN STATE UNIVERSITY,5145,0,343,343
25579625,MIDWESTERN TRAINING CENTER,1485,0,99,99
25608925,MIDWESTERN TRAINING CENTER AT MAC,30,0,2,2
32051513,MIDWESTERN UNIVERSITY C O PROVIDENT HOSPITAL,15,0,1,1
31042813,MIDWESTERN UNIVERSITY-DOWNERS GROVE,105,0,7,7
31005103,MIDWESTERN UNIVERSITY-GLENDALE,1080,0,72,72
31002544,MIDWIVES COLLEGE OF UTAH,150,0,10,10
18088038,MIFFLIN COUNTY ACADEMY OF SCIENCE AND TECHNOLOGY,15,0,1,1
25019833,MIL2ATP INC,510,0,34,34
25093312,MILAN INSTITUTE,90,0,6,6
25130543,MILAN INSTITUTE OF COSMETOLOGY EL PASO,420,0,28,28
25109843,MILAN INSTITUTE OF COSMETOLOGY-AMARILLO,45,0,3,3
25009628,MILAN INSTITUTE OF COSMETOLOGY-RENO,120,0,8,8
25112543,MILAN INSTITUTE OF COSMETOLOGY-SAN ANTONIO MILITARY,90,0,6,6
25090643,MILAN INSTITUTE-AMARILLO,30,0,2,2
25176605,MILAN INSTITUTE-BAKERSFIELD,75,0,5,5
25158205,MILAN INSTITUTE-CLOVIS,60,0,4,4
25012928,MILAN INSTITUTE-LAS VEGAS,105,0,7,7
25159005,MILAN INSTITUTE-PALM DESERT,45,0,3,3
25069643,MILAN INSTITUTE-SAN ANTONIO INGRAM,390,0,26,26
25009528,MILAN INSTITUTE-SPARKS,105,0,7,7
25148205,MILAN INSTITUTE-VISALIA,60,0,4,4
24000132,MILDRED ELLEY NEW YORK CAMPUS,195,0,13,13
24918632,MILDRED ELLEY SCHOOL-ALBANY CAMPUS,285,0,19,19
25047121,MILDRED ELLEY-PITTSFIELD CAMPUS,105,0,7,7
14902426,MILES COMMUNITY COLLEGE,165,0,11,11
21906001,MILES LAW SCHOOL,15,0,1,1
25108543,MILESTONE TECHNICAL INSTITUTE,90,0,6,6
31210775,MILLAR COLLEGE OF THE BIBLE,15,0,1,1
21064310,MILLENNIA ATLANTIC UNIVERSITY,15,0,1,1
25059321,MILLENNIUM TRAINING INSTITUTE,15,0,1,1
25138743,MILLER CRANE WORKS INC,420,0,28,28
24911433,MILLER-MOTTE COLLEGE-CARY,315,0,21,21
24911633,MILLER-MOTTE COLLEGE-FAYETTEVILLE,3705,0,247,247
24911833,MILLER-MOTTE COLLEGE-JACKSONVILLE,4080,0,272,272
21904433,MILLER-MOTTE COLLEGE-RALEIGH,555,0,37,37
24900433,MILLER-MOTTE COLLEGE-WILMINGTON,1740,0,116,116
24956811,MILLER-MOTTE TECHNICAL COLLEGE-AUGUSTA,1200,0,80,80
24123440,MILLER-MOTTE TECHNICAL COLLEGE-CHARLESTON,675,0,45,45
24956442,MILLER-MOTTE TECHNICAL COLLEGE-CHATTANOOGA,390,0,26,26
24010611,MILLER-MOTTE TECHNICAL COLLEGE-COLUMBUS,1110,0,74,74
24123540,MILLER-MOTTE TECHNICAL COLLEGE-CONWAY,675,0,45,45
24956911,MILLER-MOTTE TECHNICAL COLLEGE-MACON,30,0,2,2
11009938,MILLERSVILLE UNIVERSITY OF PENNSYLVANIA,3405,0,227,227
31001042,MILLIGAN COLLEGE,525,0,35,35
31960113,MILLIKIN UNIVERSITY,420,0,28,28
31350005,MILLS COLLEGE,300,0,20,20
31004124,MILLSAPS COLLEGE,465,0,31,31
14907149,MILWAUKEE AREA TECHNICAL COLLEGE,5715,0,381,381
24000149,MILWAUKEE CAREER COLLEGE,135,0,9,9
31009049,MILWAUKEE INSTITUTE OF ART & DESIGN,195,0,13,13
15021149,MILWAUKEE POLICE ACADEMY,180,0,12,12
31925149,MILWAUKEE SCHOOL OF ENGINEERING,1830,0,122,122
20865049,MILWAUKEE SPRINKLER FITTING JAC,15,0,1,1
25018042,MIND BODY INSTITUTE LLC,150,0,10,10
11151962,MINDANAO STATE UNIVERSITY - NAAWAN CAMPUS,15,0,1,1
14925425,MINERAL AREA COLLEGE,1410,0,94,94
14931423,MINN STATE COLLEGE SE TECHNICAL-WINONA,765,0,51,51
24919423,MINNEAPOLIS BUSINESS COLLEGE,75,0,5,5
31005523,MINNEAPOLIS COLLEGE OF ART AND DESIGN,300,0,20,20
14920423,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE,2160,0,144,144
25024623,MINNESOTA COMMERCIAL DIVER TRAINING CENTER,15,0,1,1
15018723,MINNESOTA POLICE CORPS,15,0,1,1
28120323,MINNESOTA SCHOOL OF BARBERING,45,0,3,3
25024423,MINNESOTA SCHOOL OF COSMETOLOGY-WOODBURY CAMPUS,45,0,3,3
14930423,MINNESOTA STATE COLLEGE-SOUTHEAST TECHNICAL,210,0,14,14
14949423,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE-FERGUS FALLS,1230,0,82,82
14904423,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE-MOORHEAD,1590,0,106,106
11001523,MINNESOTA STATE UNIVERSITY-MANKATO,6060,0,404,404
11901123,MINNESOTA STATE UNIVERSITY-MOORHEAD,2010,0,134,134
14800823,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-CANBY,90,0,6,6
14963423,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-GRANITE FALLS,120,0,8,8
14962423,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-JACKSON,210,0,14,14
14800723,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-PIPESTONE,105,0,7,7
14909423,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-WORTHINGTON,465,0,31,31
11901034,MINOT STATE UNIVERSITY,3900,0,260,260
25042446,MIRACLE BEAUTY & NAILS ACADEMY,795,0,53,53
11116405,MIRACOSTA COLLEGE,11910,0,794,794
14921105,MIRACOSTA COLLEGE,120,0,8,8
15016805,MIRACOSTA COLLEGE COMMUNITY EDUCATION & WORKFORCE DEVELOPMENT,2205,0,147,147
31039062,MIRIAM COLLEGE FOUNDATION INC,15,0,1,1
31994138,MISERICORDIA UNIVERSITY,450,0,30,30
31015238,MISSIO THEOLOGICAL SEMINARY,105,0,7,7
14990405,MISSION COLLEGE,1935,0,129,129
25446947,MISSION FARRIER SCHOOL,90,0,6,6
31001804,MISSIONARY BAPTIST SEMINARY,15,0,1,1
25037104,MISSIONS BARBER COLLEGE,45,0,3,3
25803324,MISSISSIPPI BARBER ACADEMY,45,0,3,3
31005124,MISSISSIPPI COLLEGE,2625,0,175,175
28042824,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,60,0,4,4
14921424,MISSISSIPPI DELTA COMMUNITY COLLEGE,645,0,43,43
14801524,MISSISSIPPI GULF COAST COMMUNITY COLLEGE GEORGE,150,0,10,10
14801324,MISSISSIPPI GULF COAST COMMUNITY COLLEGE JACKSON,2760,0,184,184
14801224,MISSISSIPPI GULF COAST COMMUNITY COLLEGE JEFFERSON,6885,0,459,459
14801124,MISSISSIPPI GULF COAST COMMUNITY COLLEGE PERKINSTON,765,0,51,51
25804724,MISSISSIPPI INSTITUTE OF AESTHETICS NAILS COS,15,0,1,1
15002524,MISSISSIPPI LAW ENFORCE OFFICERS TRAINING ACADEMY,30,0,2,2
11006124,MISSISSIPPI STATE UNIVERSITY,14790,0,986,986
25106924,MISSISSIPPI TRUCK DRIVING SCHOOL,15,0,1,1
11904124,MISSISSIPPI UNIVERSITY FOR WOMEN,1575,0,105,105
11903124,MISSISSIPPI VALLEY STATE UNIVERSITY,1095,0,73,73
14911426,MISSOULA COLLEGE - THE UNIVERSITY OF MONTANA,15,0,1,1
31124925,MISSOURI BAPTIST UNIVERSITY,1425,0,95,95
25586525,MISSOURI COLLEGE OF COSMETOLOGY,15,0,1,1
15582125,MISSOURI SHERIFF'S TRAINING ACADEMY,225,0,15,15
11927125,MISSOURI SOUTHERN STATE UNIVERSITY,3990,0,266,266
11008246,MISSOURI STATE UNIVERSITY,60,0,4,4
13960125,MISSOURI STATE UNIVERSITY-SPRINGFIELD,11115,0,741,741
13115025,MISSOURI STATE UNIVERSITY-WEST PLAINS,1035,0,69,69
25590025,MISSOURI TAXIDERMY INSTITUTE,45,0,3,3
11930125,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,4605,0,307,307
31000625,MISSOURI VALLEY COLLEGE,405,0,27,27
25571925,MISSOURI WELDING INSTITUTE INC,510,0,34,34
11970125,MISSOURI WESTERN STATE UNIVERSITY,2775,0,185,185
35426347,MITAGS-PMI,225,0,15,15
31001007,MITCHELL COLLEGE,345,0,23,23
14959433,MITCHELL COMMUNITY COLLEGE,1350,0,90,90
