dapipid,agencyid,agencyname,programid,programname,sequentialid,actiondescription,actiondate,justificationdescription,justificationother,enddate
139834,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
139630,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
140252,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,2,Grant Substantive Change: Degree,,Is in compliance with all of the agency's accreditation standards,,
140711,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,Program's Teach Out Plan Accepted,
137397,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Additional oversight is required to ensure a resolution of compliance issues,,
137616,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
138293,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
138327,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
142984,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Initial Accreditation,,Is in compliance with all of the agency's accreditation standards,,
143251,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Other,,Is in compliance with all of the agency's accreditation standards,,
144032,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
144041,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
144148,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
145178,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
136507,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
134990,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
133739,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
133890,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
133890,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
133906,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
133049,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Other,,Is in compliance with all of the agency's accreditation standards,,
130208,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
130174,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
130138,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Degree,,Is in compliance with all of the agency's accreditation standards,,
130837,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
131423,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
131876,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
132365,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
127051,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
127051,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,Program submitted a teach out plan that is in compliance with agency's policies,
127291,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
127307,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
127583,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Degree,,Is in compliance with all of the agency's accreditation standards,,
122825,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
122843,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Degree,,Is in compliance with all of the agency's accreditation standards,,
123341,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
123554,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
124849,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Additional oversight is required to ensure a resolution of compliance issues,,
124849,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Additional oversight is required to ensure a resolution of compliance issues,,
124919,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
125073,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
122597,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
121859,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
121354,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
118790,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
118824,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
118824,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
119243,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
119580,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
117724,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
116077,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
114080,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
114558,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113148,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113245,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Other,,Is in compliance with all of the agency's accreditation standards,,
113245,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112923,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112932,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112163,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112163,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Degree,,Is in compliance with all of the agency's accreditation standards,,
111470,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
109484,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
109518,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
110079,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Other,,Is in compliance with all of the agency's accreditation standards,,
110079,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
108108,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107734,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
108755,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,1,Grant Substantive Change: Degree,,Is in compliance with all of the agency's accreditation standards,,
106245,27,"ACADEMY OF NUTRITION AND DIETETICS, ACCREDITATION COUNCIL FOR EDUCATION IN NUTRITION AND DIETETICS",24,Dietetics (DIETI) - Dietetic Internship,2,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
